e, e_dot, e_int, stamp, 
1.4142135623731151, 0.0, 0.13165798218450525, 1729804688993787211, 
1.4142136271777244, 4.3193412184373883e-07, 0.14148080062282678, 1729804689043798394, 
1.4146611126445068, 0.003101833903317648, 0.13875768439844458, 1729804689091893360, 
1.4157593989980009, 0.01040084811488763, 0.1390101168836826, 1729804689142047227, 
1.417336990145343, 0.015846570932485905, 0.158128557033851, 1729804689203572445, 
1.4194007703833171, 0.0228299063472417, 0.15548543995784728, 1729804689251737205, 
1.4215621891156345, 0.028703410283317892, 0.13928335478316486, 1729804689301698474, 
1.4237876612505072, 0.03206463648849271, 0.13079312627123307, 1729804689343742439, 
1.426381005796595, 0.03495419508067201, 0.13097505707521892, 1729804689393681135, 
1.428607219179457, 0.03211770007095062, 0.14270173698075045, 1729804689443795637, 
1.430637220516191, 0.026029339758539004, 0.15773058027427325, 1729804689504094830, 
1.4317654784849936, 0.014942707709843878, 0.2308186413669972, 1729804689605169285, 
1.4299791133364494, -0.0023850056466338324, 0.2841498540762199, 1729804689702690761, 
1.428468620986444, -0.018080875837363845, 0.1995910566435947, 1729804689744736514, 
1.4181466514934171, -0.03350012345708123, 0.28779973002129056, 1729804689904580188, 
1.4075556729344934, -0.056397917478851145, 0.3702236210832708, 1729804690005814613, 
1.3910623192775782, -0.09101541974089832, 0.2799365636822909, 1729804690103739914, 
1.384200420819748, -0.1133145237162499, 0.19231583614236902, 1729804690143747330, 
1.351067684261552, -0.1261630088342963, 0.2752118576677648, 1729804690303829458, 
1.325185065792555, -0.15496921432219357, 0.35248511910208996, 1729804690404175246, 
1.3027063326888928, -0.16125722568631615, 0.2651058707210123, 1729804690503710280, 
1.2939129505733382, -0.14849557176060565, 0.18245379913760468, 1729804690543744013, 
1.2664690548363942, -0.16463290352489793, 0.18040990047391142, 1729804690643813134, 
1.2384094594614248, -0.18468612813626936, 0.25369642644618995, 1729804690744094384, 
1.2094445851570175, -0.15374408192766867, 0.32182732933124775, 1729804690903747976, 
1.2022723046147832, -0.12028594579757718, 0.24288567819504686, 1729804690943719538, 
1.179987561119863, -0.1339971713196669, 0.1677351024718778, 1729804691043850068, 
1.1494924762458456, -0.1376671491573668, 0.3063869947410172, 1729804691203975891, 
1.1368123738327927, -0.10541062757397539, 0.30148849265374295, 1729804691304781741, 
1.125243370565237, -0.0852530840219264, 0.215857108599446, 1729804691393793324, 
1.1114883544597314, -0.08913189326948733, 0.21264970710649342, 1729804691493885278, 
1.093234025918757, -0.11344125537544925, 0.210963415678556, 1729804691583852410, 
1.07153012547299, -0.12798936553180407, 0.22915537270725206, 1729804691703718347, 
1.0598874597797323, -0.10351317407933298, 0.22550048158000185, 1729804691793642963, 
1.0385943149010644, -0.10760219613864164, 0.21139807004362773, 1729804691903778861, 
1.0208753950589424, -0.13838932148873576, 0.19757074585552029, 1729804691983653983, 
1.0013415234491037, -0.12816237470618042, 0.20402295479730065, 1729804692103748352, 
0.9866677948377658, -0.10855407936790863, 0.2107351522600469, 1729804692193766871, 
0.9714918083454108, -0.1049446636804215, 0.1874103013154482, 1729804692293723243, 
0.9544513497956071, -0.10219121795190843, 0.20395477033475376, 1729804692403841035, 
0.9382915625307453, -0.10550127855710652, 0.20051539072612937, 1729804692503743102, 
0.9249428034885147, -0.10176940106429093, 0.18116886526560572, 1729804692596732170, 
0.9134296779246642, -0.0874159058216622, 0.1758424094709311, 1729804692693729078, 
0.8983048474323808, -0.0852668479186182, 0.18911606896645528, 1729804692804044958, 
0.8831443217590227, -0.09639686300468513, 0.18864141329955675, 1729804692903728960, 
0.8779372498165955, -0.09406184339556643, 0.12384559642136479, 1729804692943752669, 
0.8569031265733174, -0.0901809397547186, 0.1656253960706095, 1729804693093522349, 
0.8441374559622236, -0.09399032879093834, 0.20629130119994185, 1729804693183721348, 
0.8286397493584395, -0.08983821747092054, 0.17816312508430313, 1729804693304809668, 
0.8234464728687012, -0.08693741982420271, 0.13328737933676835, 1729804693343908170, 
0.8025197622758293, -0.09071734609308435, 0.1548835806623224, 1729804693494107154, 
0.790697682017445, -0.09023195901268373, 0.19348631375421332, 1729804693584098350, 
0.7788632099029172, -0.0767703737184913, 0.165730639017711, 1729804693703708761, 
0.7740714612707661, -0.07284064826455063, 0.12474519032336799, 1729804693743780209, 
0.7515301992662189, -0.08675020628262171, 0.15387144153170673, 1729804693904021784, 
