x, y, theta, stamp, 
-9.600011253496632e-06, 1.118309228331782e-05, -0.0001111034037991957, 1729804190596525766, 
-9.600011253496632e-06, 1.118309228331782e-05, -0.00011110340311387774, 1729804190696571459, 
-9.600011253496632e-06, 1.118309228331782e-05, -0.00011110338213231278, 1729804190793576184, 
9.077919094124809e-05, -6.277371721807867e-05, 0.0008239771650029743, 1729804190836854256, 
0.0023217233829200268, 2.109583147102967e-05, 0.008420527079714413, 1729804190886751044, 
0.007063860073685646, 5.475408397614956e-05, 0.016351826442907776, 1729804190936897913, 
0.01525456178933382, 0.00020972876518499106, 0.028707246460030846, 1729804190997006047, 
0.023936599493026733, 0.0008414830663241446, 0.041815355355344565, 1729804191046554292, 
0.034553639590740204, 0.0013404834317043424, 0.05774298834482575, 1729804191096543340, 
0.04646364971995354, 0.0024775017518550158, 0.07420547704298287, 1729804191144649685, 
0.061095286160707474, 0.0037354857195168734, 0.09292486036573969, 1729804191194789892, 
0.07557406276464462, 0.005148349795490503, 0.1097780947552878, 1729804191236856099, 
0.11508586257696152, 0.010327199473977089, 0.14656101711041064, 1729804191336884066, 
0.15829284489154816, 0.01746135950088501, 0.18989240369490792, 1729804191446833799, 
0.19429251551628113, 0.025030026212334633, 0.22631779586555362, 1729804191545392942, 
0.21160249412059784, 0.029117964208126068, 0.24438210056133858, 1729804191595142941, 
0.2643847167491913, 0.04412377253174782, 0.3019943499661466, 1729804191755519057, 
0.2934250831604004, 0.05385539308190346, 0.3778947360845573, 1729804191848499329, 
0.3218342363834381, 0.06633470952510834, 0.46406847619893554, 1729804191946507777, 
0.3377911150455475, 0.074405238032341, 0.497342187436843, 1729804191996535214, 
0.3845966160297394, 0.10154274106025696, 0.5803219317582292, 1729804192136940273, 
0.41839298605918884, 0.12481449544429779, 0.6508456638311021, 1729804192246582634, 
0.4460183084011078, 0.1468745768070221, 0.7142407144300821, 1729804192346511119, 
0.46008574962615967, 0.15908704698085785, 0.7470715547400025, 1729804192396518194, 
0.49953746795654297, 0.19815388321876526, 0.8231710266361337, 1729804192537118333, 
0.52894127368927, 0.23097403347492218, 0.8609917431934587, 1729804192646587364, 
0.5501026511192322, 0.25650516152381897, 0.8927146372692264, 1729804192746515584, 
0.5611391067504883, 0.27049243450164795, 0.9118689989194999, 1729804192796844338, 
0.5882098078727722, 0.30643609166145325, 0.9468244343675154, 1729804192906819255, 
0.6190354824066162, 0.3510584533214569, 0.9774757662731854, 1729804193047587582, 
0.6350849270820618, 0.375784695148468, 0.9954291491276561, 1729804193146516446, 
0.6436767578125, 0.38882362842559814, 0.9961101255563618, 1729804193197476707, 
0.6610352993011475, 0.41604137420654297, 0.9983723127368059, 1729804193286604944, 
0.6896955370903015, 0.4605936110019684, 1.006624889811183, 1729804193446858835, 
0.7036060690879822, 0.48254701495170593, 1.0090435087269312, 1729804193546519697, 
0.7101054787635803, 0.49253904819488525, 1.0090624073749013, 1729804193596521524, 
0.7341514229774475, 0.5310927033424377, 1.0123756277520592, 1729804193737196811, 
0.7525539398193359, 0.560947835445404, 1.0116195812706485, 1729804193846593361, 
0.7648630738258362, 0.5802004337310791, 1.0138337831821203, 1729804193946521112, 
0.7708081007003784, 0.5899388790130615, 1.015258784559452, 1729804193996941672, 
0.7994459271430969, 0.6368082761764526, 1.0277452542409773, 1729804194157253965, 
0.8135506510734558, 0.6608913540840149, 1.0341216819001149, 1729804194246952528, 
0.8254713416099548, 0.6809492111206055, 1.0401842657840945, 1729804194346532882, 
0.832665741443634, 0.6934400796890259, 1.0464999903158745, 1729804194396520969, 
0.8544491529464722, 0.7317836880683899, 1.063712167833259, 1729804194536820904, 
0.868138313293457, 0.7571814656257629, 1.0823307813007357, 1729804194646933341, 
0.8783230185508728, 0.7771510481834412, 1.0942233738379128, 1729804194741554540, 
0.8847044110298157, 0.7895138263702393, 1.098469660560351, 1729804194792521890, 
0.902658998966217, 0.8241319060325623, 1.1038870629966282, 1729804194932786009, 
0.9132550954818726, 0.8455662727355957, 1.1092969002869462, 1729804195050600716, 
0.9215247631072998, 0.8620278835296631, 1.1109148149582366, 1729804195142542105, 
0.9264571070671082, 0.8721473217010498, 1.11475172159066, 1729804195191602283, 
0.9423338770866394, 0.9050195217132568, 1.1222203328049445, 1729804195337132807, 
0.952261209487915, 0.9253516793251038, 1.1212334701399995, 1729804195446602718, 
0.9597735404968262, 0.941245436668396, 1.1205575804896544, 1729804195546532476, 
0.9647476077079773, 0.9511910080909729, 1.1209784316541944, 1729804195597569141, 
0.9797720313072205, 0.9822847247123718, 1.1209767020526358, 1729804195736594888, 
0.9897747039794922, 1.002752423286438, 1.121810379445979, 1729804195846574439, 
0.9968762397766113, 1.017600178718567, 1.1217064502337426, 1729804195946709634, 
1.001122236251831, 1.026231288909912, 1.1205941981307246, 1729804195991550159, 
1.0160143375396729, 1.0575988292694092, 1.1243733260461846, 1729804196137421868, 
1.025217056274414, 1.0769867897033691, 1.1314053029286655, 1729804196246607412, 
1.0324021577835083, 1.0925620794296265, 1.1343370568910418, 1729804196346539340, 
1.0364089012145996, 1.1010710000991821, 1.1366702513680917, 1729804196392529004, 
1.05035400390625, 1.131535530090332, 1.144649770376352, 1729804196536872235, 
1.058168649673462, 1.1490484476089478, 1.1492317792322897, 1729804196646743426, 
1.0643222332000732, 1.1628602743148804, 1.1540411433723774, 1729804196747540512, 
1.067833662033081, 1.170783281326294, 1.155041164411788, 1729804196792620833, 
1.0798078775405884, 1.1978955268859863, 1.1570868251247237, 1729804196936912712, 
1.0866484642028809, 1.21409010887146, 1.1593360683739398, 1729804197046588280, 
1.0924068689346313, 1.227476716041565, 1.1622549737170065, 1729804197147542793, 
1.0956315994262695, 1.2350648641586304, 1.1646073271876183, 1729804197193546348, 
1.107935905456543, 1.2636525630950928, 1.168816900160545, 1729804197354800299, 
1.113308072090149, 1.276663064956665, 1.169400613298767, 1729804197446717574, 
1.1182055473327637, 1.288240671157837, 1.1701204640283578, 1729804197545464182, 
1.121422529220581, 1.295753836631775, 1.1710281522546342, 1729804197595121422, 
1.131596326828003, 1.32016122341156, 1.1735483964046118, 1729804197736713957, 
1.1347929239273071, 1.327500581741333, 1.175145403498751, 1729804197784940214, 
1.1424329280853271, 1.3459587097167969, 1.175468506395028, 1729804197945897346, 
1.1456973552703857, 1.3533891439437866, 1.1749700881155367, 1729804197996471751, 
1.1551823616027832, 1.3759201765060425, 1.1767291159225342, 1729804198139139570, 
1.1612684726715088, 1.3906382322311401, 1.1764365089936217, 1729804198247934307, 
1.1657346487045288, 1.4012686014175415, 1.174948846554518, 1729804198346617559, 
